date,pm25,pm10,o3,no2,so2,co,psi,Daily Rainfall Total (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h),year_month,year
2018-10-01,66.0,37.0,27.0,14.28754266211604,4.0,4.0,56.06187050359712,0.0,29.5,33.0,27.2,9.4,31.0,2018-10,2018
2018-10-02,63.0,43.0,19.0,14.28754266211604,4.0,6.0,56.06187050359712,0.0,29.8,33.5,27.0,7.6,28.1,2018-10,2018
2018-10-03,85.0,40.0,24.0,14.28754266211604,4.0,5.0,56.06187050359712,0.0,29.7,33.4,26.9,6.5,27.0,2018-10,2018
2018-10-04,63.0,39.0,26.0,14.28754266211604,5.0,5.0,56.06187050359712,0.0,29.8,33.4,27.8,10.1,33.8,2018-10,2018
2018-10-05,68.0,39.0,18.0,14.28754266211604,4.0,5.0,56.06187050359712,0.0,30.0,33.6,27.6,8.3,31.3,2018-10,2018
2018-10-12,30.0,19.0,9.0,14.28754266211604,4.0,4.0,56.06187050359712,9.6,26.4,30.6,24.3,5.8,31.3,2018-10,2018
2018-10-13,38.0,26.0,8.0,14.28754266211604,4.0,5.0,56.06187050359712,0.6,26.6,29.2,24.3,4.0,20.9,2018-10,2018
2018-10-15,61.0,38.0,17.0,14.28754266211604,6.0,5.0,56.06187050359712,0.0,28.1,33.1,24.8,4.3,24.5,2018-10,2018
2018-10-16,75.0,36.0,13.0,14.28754266211604,6.0,6.0,56.06187050359712,0.0,27.7,32.9,25.1,4.7,35.3,2018-10,2018
2018-10-17,70.0,30.0,15.0,14.28754266211604,4.0,4.0,56.06187050359712,3.8,27.1,30.4,24.4,4.3,23.4,2018-10,2018
2018-10-18,42.0,22.0,25.0,14.28754266211604,6.0,4.0,56.06187050359712,1.4,26.5,28.9,23.3,5.8,25.6,2018-10,2018
2018-10-19,41.0,26.0,26.0,14.28754266211604,4.0,4.0,56.06187050359712,7.4,28.3,32.8,23.6,5.8,44.6,2018-10,2018
2018-10-20,55.0,29.0,22.0,14.28754266211604,6.0,4.0,56.06187050359712,0.6,29.1,33.3,26.1,5.8,25.6,2018-10,2018
2018-10-21,75.0,39.0,23.0,14.28754266211604,3.0,6.0,56.06187050359712,0.0,29.1,32.7,26.7,6.1,32.4,2018-10,2018
2018-10-22,59.0,28.0,18.0,14.28754266211604,2.0,4.0,56.06187050359712,0.0,28.9,33.0,25.0,6.1,31.0,2018-10,2018
2018-10-24,55.0,36.0,16.0,14.28754266211604,2.0,5.0,56.06187050359712,0.2,27.0,31.8,25.1,5.0,33.8,2018-10,2018
2018-10-27,68.0,28.0,24.0,14.28754266211604,2.0,5.0,56.06187050359712,0.0,27.9,31.3,25.5,4.3,24.5,2018-10,2018
2018-10-28,58.0,26.0,16.0,14.28754266211604,1.0,5.0,56.06187050359712,5.2,27.0,32.3,25.2,3.2,28.4,2018-10,2018
2018-10-29,49.0,28.0,12.0,14.28754266211604,1.0,6.0,56.06187050359712,5.6,27.2,32.7,25.1,3.6,27.4,2018-10,2018
2018-10-31,41.0,24.0,17.0,14.28754266211604,1.0,4.0,56.06187050359712,0.0,27.2,31.0,25.2,5.4,30.6,2018-10,2018
2018-11-01,54.0,28.0,20.0,14.28754266211604,1.0,4.0,56.06187050359712,2.2,26.3,28.4,24.5,5.0,31.3,2018-11,2018
2018-11-02,51.0,27.0,9.0,14.28754266211604,4.0,5.0,56.06187050359712,2.6,26.5,30.3,24.5,5.4,39.6,2018-11,2018
2018-11-05,53.0,25.0,19.0,14.28754266211604,4.0,5.0,56.06187050359712,0.0,27.3,32.5,25.4,3.6,17.6,2018-11,2018
2018-11-06,39.0,19.0,28.0,14.28754266211604,2.0,4.0,56.06187050359712,7.2,26.8,32.9,23.6,4.3,28.4,2018-11,2018
2018-11-07,35.0,18.0,26.0,14.28754266211604,3.0,4.0,56.06187050359712,7.2,27.8,33.2,24.7,4.7,20.5,2018-11,2018
2018-11-08,36.0,32.0,7.0,14.28754266211604,7.0,4.0,56.06187050359712,13.8,27.6,33.6,23.9,5.8,23.4,2018-11,2018
2018-11-09,71.0,35.0,34.0,14.28754266211604,8.0,5.0,56.06187050359712,1.8,26.8,28.7,25.4,4.0,18.7,2018-11,2018
2018-11-10,63.0,28.0,18.0,14.28754266211604,4.0,4.0,56.06187050359712,3.6,27.4,32.7,25.0,4.0,36.4,2018-11,2018
2018-11-13,33.0,20.0,15.0,14.28754266211604,8.0,4.0,56.06187050359712,0.2,27.0,31.1,24.1,4.3,19.4,2018-11,2018
2018-11-14,64.0,27.0,7.0,14.28754266211604,11.0,4.0,56.06187050359712,11.4,27.6,30.8,23.7,4.0,31.7,2018-11,2018
2018-11-15,53.0,28.0,16.0,14.28754266211604,6.0,5.0,56.06187050359712,7.4,26.2,30.7,23.8,4.3,42.8,2018-11,2018
2018-11-16,66.0,28.0,15.0,14.28754266211604,5.0,4.0,56.06187050359712,0.0,27.8,31.8,24.8,4.0,23.8,2018-11,2018
2018-11-17,55.0,23.0,25.0,14.28754266211604,4.0,4.0,56.06187050359712,14.8,27.1,30.8,22.3,5.0,43.6,2018-11,2018
2018-11-18,54.0,21.0,20.0,14.28754266211604,6.0,4.0,56.06187050359712,2.4,26.5,29.9,23.7,4.0,31.0,2018-11,2018
2018-11-20,53.0,19.0,22.0,14.28754266211604,5.0,4.0,56.06187050359712,13.0,27.7,32.2,24.0,4.7,26.6,2018-11,2018
2018-11-22,35.0,17.0,15.0,14.28754266211604,1.0,4.0,56.06187050359712,16.4,26.8,30.2,23.1,4.7,40.7,2018-11,2018
2018-11-23,44.0,20.0,28.0,14.28754266211604,1.0,4.0,56.06187050359712,0.8,27.6,32.0,25.1,4.7,22.7,2018-11,2018
2018-11-24,39.0,25.0,24.0,14.28754266211604,3.0,4.0,56.06187050359712,0.2,28.4,33.3,25.1,5.0,21.6,2018-11,2018
2018-11-25,47.0,19.0,18.0,14.28754266211604,4.0,4.0,56.06187050359712,2.0,28.3,31.6,24.7,4.0,21.6,2018-11,2018
2018-11-26,53.0,26.0,13.0,14.28754266211604,7.0,3.0,56.06187050359712,3.8,27.9,32.4,23.9,4.7,31.3,2018-11,2018
2018-11-27,39.0,21.0,18.0,14.28754266211604,7.0,3.0,56.06187050359712,0.0,27.0,29.1,24.3,5.4,28.8,2018-11,2018
2018-11-29,46.0,20.0,10.0,14.28754266211604,1.0,4.0,56.06187050359712,12.4,27.3,30.4,24.0,4.7,34.6,2018-11,2018
2018-11-30,41.0,19.0,15.0,14.28754266211604,1.0,3.0,56.06187050359712,6.0,27.2,30.6,25.0,5.4,23.4,2018-11,2018
2018-12-02,32.0,14.0,10.0,14.28754266211604,2.0,4.0,56.06187050359712,14.0,26.6,31.9,24.7,5.0,26.3,2018-12,2018
2018-12-03,34.0,20.0,20.0,14.28754266211604,2.0,4.0,56.06187050359712,2.6,26.3,30.5,24.6,4.0,33.8,2018-12,2018
2018-12-04,45.0,20.0,14.0,14.28754266211604,1.0,3.0,56.06187050359712,0.0,28.1,32.6,24.8,5.0,27.4,2018-12,2018
2018-12-05,37.0,21.0,17.0,14.28754266211604,1.0,6.0,56.06187050359712,10.8,27.1,31.6,24.7,4.3,29.2,2018-12,2018
2018-12-06,51.0,22.0,17.0,14.28754266211604,1.0,5.0,56.06187050359712,6.8,26.7,30.5,25.1,3.6,20.9,2018-12,2018
2018-12-07,54.0,21.0,18.0,14.28754266211604,3.0,4.0,56.06187050359712,0.2,27.2,30.5,24.9,3.6,19.8,2018-12,2018
2018-12-09,49.0,23.0,13.0,14.28754266211604,3.0,5.0,56.06187050359712,2.8,27.8,32.0,25.5,4.0,28.8,2018-12,2018
2018-12-10,42.0,21.0,11.0,14.28754266211604,2.0,6.0,56.06187050359712,0.0,27.5,32.1,25.6,4.0,29.2,2018-12,2018
2018-12-12,48.0,19.0,10.0,14.28754266211604,1.0,7.0,56.06187050359712,0.6,26.8,31.3,24.9,4.0,29.2,2018-12,2018
2018-12-13,38.0,17.0,17.0,14.28754266211604,1.0,4.0,56.06187050359712,0.0,26.1,28.3,25.0,5.4,24.8,2018-12,2018
2018-12-14,37.0,22.0,21.0,14.28754266211604,1.0,3.0,56.06187050359712,0.0,26.7,29.5,24.6,5.8,27.7,2018-12,2018
2018-12-15,47.0,19.0,27.0,14.28754266211604,2.0,3.0,56.06187050359712,11.8,26.5,31.5,24.3,4.7,31.0,2018-12,2018
2018-12-16,36.0,18.0,25.0,14.28754266211604,3.0,4.0,56.06187050359712,3.0,26.5,32.2,24.0,4.0,33.1,2018-12,2018
2018-12-17,43.0,17.0,25.0,14.28754266211604,2.0,3.0,56.06187050359712,0.2,27.5,31.8,25.0,4.7,29.9,2018-12,2018
2018-12-18,41.0,22.0,25.0,14.28754266211604,1.0,3.0,56.06187050359712,0.0,28.1,31.9,25.6,5.8,25.9,2018-12,2018
2018-12-20,40.0,17.0,15.0,14.28754266211604,1.0,5.0,56.06187050359712,12.4,27.1,34.0,23.7,6.1,30.6,2018-12,2018
2018-12-21,34.0,22.0,21.0,14.28754266211604,4.546296296296297,6.0,56.06187050359712,4.4,27.4,31.5,25.5,6.1,33.1,2018-12,2018
2018-12-24,69.0,29.0,34.0,14.28754266211604,3.0,6.0,56.06187050359712,0.2,28.3,32.6,25.2,5.0,30.2,2018-12,2018
2018-12-25,54.0,22.0,28.0,14.28754266211604,1.0,5.0,56.06187050359712,0.0,28.6,32.5,25.8,4.3,33.5,2018-12,2018
2018-12-26,41.0,18.0,28.0,14.28754266211604,1.0,3.0,56.06187050359712,0.2,28.2,32.4,23.9,7.2,35.6,2018-12,2018
2018-12-27,45.0,23.0,33.0,14.28754266211604,1.0,4.0,56.06187050359712,0.0,27.7,30.3,25.3,5.4,24.8,2018-12,2018
2018-12-28,58.0,25.0,31.0,14.28754266211604,1.0,4.0,56.06187050359712,0.0,29.2,33.5,26.3,6.5,33.8,2018-12,2018
2018-12-29,53.0,25.0,31.0,14.28754266211604,1.0,3.0,56.06187050359712,0.0,28.0,30.8,25.2,4.7,19.4,2018-12,2018
2018-12-30,42.0,24.86731167933656,17.89288182446441,14.28754266211604,4.546296296296297,4.4577714691270405,56.06187050359712,0.6,28.6,34.5,26.3,5.0,27.4,2018-12,2018
2018-07-01,36.0,24.0,9.0,14.28754266211604,2.0,4.0,56.06187050359712,14.6,26.4,29.8,23.5,4.3,34.6,2018-07,2018
2018-07-02,40.0,25.0,6.0,14.28754266211604,3.0,7.0,56.06187050359712,0.4,27.3,32.0,25.0,4.0,28.8,2018-07,2018
2018-07-03,38.0,28.0,12.0,14.28754266211604,2.0,4.0,56.06187050359712,11.0,27.2,30.2,23.0,5.0,31.7,2018-07,2018
2018-07-04,48.0,29.0,26.0,14.28754266211604,3.0,3.0,56.06187050359712,0.0,28.4,32.4,25.0,4.7,22.3,2018-07,2018
2018-07-05,52.0,34.0,26.0,14.28754266211604,2.0,3.0,56.06187050359712,0.0,28.9,32.2,26.9,6.5,28.8,2018-07,2018
2018-07-06,64.0,35.0,30.0,14.28754266211604,4.0,3.0,56.06187050359712,0.0,28.8,31.9,27.2,7.9,31.3,2018-07,2018
2018-07-08,51.0,26.0,21.0,14.28754266211604,3.0,4.4577714691270405,56.06187050359712,0.0,28.8,31.3,26.9,6.5,31.3,2018-07,2018
2018-07-09,44.0,24.0,17.0,14.28754266211604,6.0,3.0,56.06187050359712,0.2,28.9,31.9,26.2,7.2,28.8,2018-07,2018
2018-07-10,36.0,21.0,18.0,14.28754266211604,11.0,4.0,56.06187050359712,1.2,27.0,28.4,23.8,7.2,34.9,2018-07,2018
2018-07-11,47.0,26.0,23.0,14.28754266211604,9.0,4.0,56.06187050359712,0.0,28.4,31.6,26.6,5.4,21.6,2018-07,2018
2018-07-12,51.0,36.0,25.0,14.28754266211604,4.0,4.4577714691270405,56.06187050359712,0.0,29.2,32.8,27.4,6.8,23.0,2018-07,2018
2018-07-13,71.0,43.0,24.0,14.28754266211604,3.0,4.0,56.06187050359712,0.0,29.0,31.8,27.4,7.6,24.8,2018-07,2018
2018-07-14,76.0,38.0,28.0,14.28754266211604,4.0,4.0,56.06187050359712,13.0,27.9,31.0,22.8,6.1,30.6,2018-07,2018
2018-07-16,73.0,39.0,23.0,14.28754266211604,3.0,4.0,56.06187050359712,0.0,29.0,32.3,26.9,7.2,27.7,2018-07,2018
2018-07-17,69.0,39.0,26.0,14.28754266211604,2.0,4.0,56.06187050359712,0.0,29.1,32.1,27.3,7.2,28.4,2018-07,2018
2018-07-18,69.0,41.0,23.0,14.28754266211604,3.0,4.0,56.06187050359712,0.0,29.0,31.2,27.6,7.6,32.0,2018-07,2018
2018-07-21,59.0,27.0,20.0,14.28754266211604,9.0,4.0,56.06187050359712,4.6,28.7,31.3,25.2,4.7,30.6,2018-07,2018
2018-07-22,53.0,32.0,27.0,14.28754266211604,4.0,4.0,56.06187050359712,0.2,29.0,31.3,27.6,5.8,26.6,2018-07,2018
2018-07-23,67.0,36.0,23.0,14.28754266211604,4.0,4.4577714691270405,56.06187050359712,0.0,29.6,33.1,27.4,7.9,27.7,2018-07,2018
2018-07-24,66.0,32.0,14.0,14.28754266211604,5.0,4.4577714691270405,56.06187050359712,0.0,29.5,33.5,27.6,9.0,31.0,2018-07,2018
2018-07-26,52.0,31.0,24.0,14.28754266211604,5.0,4.0,56.06187050359712,0.0,28.6,33.0,25.5,6.5,30.2,2018-07,2018
2018-07-27,60.0,38.0,31.0,14.28754266211604,5.0,4.0,56.06187050359712,0.0,29.4,32.8,27.0,8.3,28.8,2018-07,2018
2018-07-28,72.0,40.0,28.0,14.28754266211604,4.0,4.0,56.06187050359712,0.0,29.6,32.9,27.3,7.9,27.7,2018-07,2018
2018-07-31,66.0,29.0,8.0,14.28754266211604,7.0,5.0,56.06187050359712,0.0,27.9,32.0,26.2,4.3,28.4,2018-07,2018
2018-08-02,41.0,26.0,23.0,14.28754266211604,5.0,5.0,56.06187050359712,0.0,28.0,32.0,25.9,6.1,27.4,2018-08,2018
2018-08-04,61.0,34.0,22.0,14.28754266211604,4.0,4.4577714691270405,56.06187050359712,4.6,27.9,30.8,24.8,8.3,28.1,2018-08,2018
2018-08-05,57.0,34.0,24.0,14.28754266211604,5.0,4.0,56.06187050359712,2.8,28.0,30.5,25.5,6.5,40.3,2018-08,2018
2018-08-06,67.0,42.0,23.0,14.28754266211604,5.0,4.0,56.06187050359712,0.0,28.6,31.7,27.0,7.2,27.7,2018-08,2018
2018-08-07,81.0,36.0,18.0,14.28754266211604,4.0,4.0,56.06187050359712,0.0,28.6,31.0,27.1,7.2,25.9,2018-08,2018
2018-08-10,60.0,37.0,29.0,14.28754266211604,5.0,6.0,56.06187050359712,0.0,29.3,32.4,27.3,6.5,26.3,2018-08,2018
2018-08-11,75.0,36.0,30.0,14.28754266211604,6.0,4.0,56.06187050359712,0.0,29.3,34.0,27.2,7.2,28.1,2018-08,2018
2018-08-12,70.0,39.0,25.0,14.28754266211604,6.0,4.0,56.06187050359712,0.0,29.6,33.4,27.3,6.8,25.6,2018-08,2018
2018-08-13,68.0,37.0,22.0,14.28754266211604,5.0,6.0,56.06187050359712,0.0,29.9,33.4,27.6,7.9,25.9,2018-08,2018
2018-08-14,62.0,39.0,25.0,14.28754266211604,4.0,4.0,56.06187050359712,2.2,29.5,33.1,27.9,8.6,32.0,2018-08,2018
2018-08-16,78.0,40.0,20.0,14.28754266211604,4.0,6.0,56.06187050359712,0.0,29.5,33.3,27.4,7.9,27.0,2018-08,2018
2018-08-17,65.0,38.0,31.0,14.28754266211604,5.0,5.0,56.06187050359712,0.0,28.6,30.7,25.6,8.3,39.2,2018-08,2018
2018-08-19,77.0,41.0,25.0,14.28754266211604,6.0,4.4577714691270405,56.06187050359712,0.0,29.1,32.2,27.6,10.1,36.0,2018-08,2018
2018-08-20,66.0,37.0,22.0,14.28754266211604,6.0,4.0,56.06187050359712,3.8,29.1,32.3,26.8,8.6,32.4,2018-08,2018
2018-08-21,64.0,35.0,13.0,14.28754266211604,5.0,5.0,56.06187050359712,0.0,29.2,33.6,27.2,7.9,30.2,2018-08,2018
2018-08-23,55.0,27.0,10.0,14.28754266211604,8.0,5.0,56.06187050359712,0.4,28.6,32.8,25.5,5.4,24.5,2018-08,2018
2018-08-24,59.0,27.0,16.0,14.28754266211604,5.0,6.0,56.06187050359712,11.2,26.7,29.1,23.9,5.0,30.2,2018-08,2018
2018-08-25,49.0,20.0,21.0,14.28754266211604,5.0,5.0,56.06187050359712,0.0,27.9,31.8,24.6,5.4,34.2,2018-08,2018
2018-08-26,38.0,30.0,20.0,14.28754266211604,4.0,5.0,56.06187050359712,0.0,29.3,33.2,26.3,6.1,25.2,2018-08,2018
2018-08-28,72.0,35.0,20.0,14.28754266211604,3.0,7.0,56.06187050359712,2.8,28.3,32.0,25.6,4.7,23.8,2018-08,2018
2018-08-29,58.0,28.0,18.0,14.28754266211604,5.0,5.0,56.06187050359712,0.2,28.1,30.9,26.0,5.4,26.6,2018-08,2018
2018-08-30,52.0,25.0,13.0,14.28754266211604,7.0,4.0,56.06187050359712,0.0,28.7,32.9,25.5,6.5,30.2,2018-08,2018
2018-09-01,65.0,38.0,8.0,14.28754266211604,6.0,8.0,56.06187050359712,6.6,27.1,33.0,23.8,3.2,32.0,2018-09,2018
2018-09-02,65.0,30.0,15.0,14.28754266211604,6.0,5.0,56.06187050359712,2.6,26.7,29.4,24.7,3.6,23.4,2018-09,2018
2018-09-03,46.0,25.0,5.0,14.28754266211604,5.0,5.0,56.06187050359712,0.2,27.9,30.8,25.1,5.8,35.6,2018-09,2018
2018-09-05,72.0,34.0,21.0,14.28754266211604,7.0,3.0,56.06187050359712,0.0,27.4,30.5,24.4,4.3,18.7,2018-09,2018
2018-09-06,68.0,42.0,7.0,14.28754266211604,4.0,5.0,56.06187050359712,0.0,28.2,32.1,25.8,4.7,23.4,2018-09,2018
2018-09-08,61.0,29.0,13.0,14.28754266211604,7.0,4.0,56.06187050359712,10.8,26.7,30.0,23.0,5.0,37.8,2018-09,2018
2018-09-09,52.0,28.0,14.0,14.28754266211604,5.0,4.0,56.06187050359712,11.2,27.4,30.7,24.4,4.3,28.4,2018-09,2018
2018-09-10,65.0,39.0,8.0,14.28754266211604,5.0,7.0,56.06187050359712,4.6,27.1,31.1,24.6,5.0,32.0,2018-09,2018
2018-09-11,68.0,27.0,12.0,14.28754266211604,5.0,4.0,56.06187050359712,0.4,26.5,29.9,24.9,4.3,31.7,2018-09,2018
2018-09-12,45.0,29.0,21.0,14.28754266211604,4.0,4.0,56.06187050359712,0.2,27.6,31.0,25.1,5.4,26.6,2018-09,2018
2018-09-13,57.0,37.0,26.0,14.28754266211604,4.0,4.0,56.06187050359712,0.0,29.1,33.1,26.5,5.8,28.1,2018-09,2018
2018-09-14,68.0,40.0,24.0,14.28754266211604,5.0,4.0,56.06187050359712,0.0,29.1,32.8,26.8,7.2,33.5,2018-09,2018
2018-09-15,71.0,41.0,27.0,14.28754266211604,6.0,4.0,56.06187050359712,0.0,28.7,31.4,27.2,7.2,27.7,2018-09,2018
2018-09-16,70.0,38.0,27.0,14.28754266211604,6.0,4.0,56.06187050359712,0.0,28.6,30.5,27.3,7.2,30.6,2018-09,2018
2018-09-17,64.0,36.0,16.0,14.28754266211604,4.0,4.0,56.06187050359712,0.0,29.2,32.6,27.2,8.3,32.4,2018-09,2018
2018-09-22,50.0,30.0,25.0,14.28754266211604,3.0,5.0,56.06187050359712,2.4,26.9,32.1,24.4,4.3,22.0,2018-09,2018
2018-09-23,57.0,33.0,28.0,14.28754266211604,3.0,4.0,56.06187050359712,0.0,28.7,33.0,24.8,6.1,32.8,2018-09,2018
2018-09-24,68.0,38.0,27.0,14.28754266211604,4.0,4.0,56.06187050359712,0.0,29.3,32.9,26.2,6.8,27.4,2018-09,2018
2018-09-26,67.0,35.0,18.0,14.28754266211604,4.0,5.0,56.06187050359712,0.0,28.8,32.4,26.8,7.9,29.2,2018-09,2018
2018-09-27,63.0,35.0,20.0,14.28754266211604,4.0,4.0,56.06187050359712,0.0,29.4,33.0,26.5,6.5,28.4,2018-09,2018
2018-09-28,66.0,39.0,31.0,14.28754266211604,4.0,4.0,56.06187050359712,0.0,29.6,33.5,27.2,7.9,27.0,2018-09,2018
2018-09-29,67.0,37.0,29.0,14.28754266211604,4.0,4.0,56.06187050359712,0.0,29.5,33.7,27.2,8.6,29.9,2018-09,2018
2018-09-30,62.0,36.0,26.0,14.28754266211604,3.0,4.0,56.06187050359712,0.0,29.5,33.1,27.2,9.7,35.6,2018-09,2018
2018-04-02,78.0,37.0,27.0,14.28754266211604,4.546296296296297,4.0,56.06187050359712,0.0,28.1,32.5,25.4,6.1,27.0,2018-04,2018
2018-04-03,63.0,35.0,30.0,14.28754266211604,3.0,4.4577714691270405,56.06187050359712,0.0,28.4,32.6,25.9,6.8,28.8,2018-04,2018
2018-04-04,65.0,32.0,24.0,14.28754266211604,3.0,4.0,56.06187050359712,0.0,28.5,33.3,25.4,7.2,25.6,2018-04,2018
2018-04-05,54.0,29.0,20.0,14.28754266211604,4.546296296296297,4.0,56.06187050359712,2.0,28.2,33.1,25.5,6.5,27.0,2018-04,2018
2018-04-06,61.0,29.0,19.0,14.28754266211604,2.0,4.0,56.06187050359712,7.0,28.0,34.3,25.4,6.1,32.0,2018-04,2018
2018-04-08,54.0,26.0,21.0,14.28754266211604,4.546296296296297,4.4577714691270405,56.06187050359712,0.4,28.1,31.9,26.0,7.9,31.7,2018-04,2018
2018-04-09,54.0,29.0,20.0,14.28754266211604,3.0,4.0,56.06187050359712,0.0,28.4,32.2,26.0,9.0,38.5,2018-04,2018
2018-04-10,52.0,25.0,19.0,14.28754266211604,3.0,4.0,56.06187050359712,0.0,28.5,32.5,26.1,6.5,28.1,2018-04,2018
2018-04-11,48.0,22.0,18.0,14.28754266211604,3.0,3.0,56.06187050359712,0.0,29.1,33.5,26.2,7.2,31.3,2018-04,2018
2018-04-12,44.0,20.0,12.0,14.28754266211604,2.0,3.0,56.06187050359712,0.0,29.3,33.6,26.5,6.5,28.1,2018-04,2018
2018-04-13,43.0,29.0,11.0,14.28754266211604,2.0,4.0,56.06187050359712,0.0,29.2,33.7,26.7,7.9,36.7,2018-04,2018
2018-04-15,68.0,31.0,5.0,14.28754266211604,3.0,4.0,56.06187050359712,7.2,26.8,32.7,24.5,4.3,22.0,2018-04,2018
2018-04-16,48.0,37.0,12.0,14.28754266211604,5.0,6.0,56.06187050359712,9.8,26.2,29.9,25.1,4.0,29.2,2018-04,2018
2018-04-17,59.0,29.0,11.0,14.28754266211604,3.0,3.0,56.06187050359712,0.4,27.7,32.9,25.2,4.3,21.2,2018-04,2018
2018-04-18,37.0,30.0,8.0,14.28754266211604,2.0,3.0,56.06187050359712,0.0,28.5,33.0,25.9,6.8,30.2,2018-04,2018
2018-04-19,53.0,32.0,13.0,14.28754266211604,3.0,4.0,56.06187050359712,0.2,28.1,33.1,25.9,4.7,39.6,2018-04,2018
2018-04-21,51.0,32.0,16.0,14.28754266211604,4.0,4.0,56.06187050359712,1.4,26.5,31.5,24.8,3.6,28.4,2018-04,2018
2018-04-22,52.0,31.0,15.0,14.28754266211604,3.0,4.0,56.06187050359712,0.0,27.8,33.4,25.2,4.0,25.6,2018-04,2018
2018-04-23,53.0,37.0,24.0,14.28754266211604,6.0,6.0,56.06187050359712,17.4,27.1,32.7,23.6,4.0,29.9,2018-04,2018
2018-04-24,73.0,40.0,23.0,14.28754266211604,6.0,5.0,56.06187050359712,0.0,28.2,31.7,25.1,5.0,21.6,2018-04,2018
2018-04-25,64.0,37.0,24.0,14.28754266211604,4.0,5.0,56.06187050359712,0.0,29.9,34.1,26.6,5.0,25.6,2018-04,2018
2018-04-28,72.0,37.0,16.0,14.28754266211604,4.0,6.0,56.06187050359712,0.2,27.5,32.3,24.8,4.0,31.0,2018-04,2018
2018-04-29,51.0,27.0,9.0,14.28754266211604,3.0,4.0,56.06187050359712,0.0,29.3,33.0,25.7,6.1,28.8,2018-04,2018
2018-04-30,46.0,32.0,9.0,14.28754266211604,4.546296296296297,4.0,56.06187050359712,0.0,29.1,34.0,27.5,7.2,34.2,2018-04,2018
2018-05-01,53.0,38.0,16.0,14.28754266211604,4.0,5.0,56.06187050359712,3.2,26.8,29.1,25.7,3.6,23.8,2018-05,2018
2018-05-02,65.0,45.0,20.0,14.28754266211604,4.0,6.0,56.06187050359712,9.8,27.7,33.9,24.7,3.6,41.4,2018-05,2018
2018-05-04,74.0,36.0,16.0,14.28754266211604,4.0,4.0,56.06187050359712,16.0,28.6,33.2,24.8,4.3,25.9,2018-05,2018
2018-05-05,61.0,37.0,15.0,14.28754266211604,4.0,5.0,56.06187050359712,0.2,28.4,32.2,25.5,4.0,23.0,2018-05,2018
2018-05-06,61.0,41.0,19.0,14.28754266211604,5.0,5.0,56.06187050359712,0.0,29.2,33.4,26.6,5.0,31.0,2018-05,2018
2018-05-07,66.0,34.0,11.0,14.28754266211604,5.0,4.0,56.06187050359712,0.0,29.8,33.9,26.3,5.8,25.9,2018-05,2018
2018-05-08,46.0,31.0,14.0,14.28754266211604,4.0,3.0,56.06187050359712,0.0,30.1,34.2,27.4,8.3,31.7,2018-05,2018
2018-05-09,42.0,27.0,9.0,14.28754266211604,4.0,3.0,56.06187050359712,0.0,30.2,33.7,28.3,9.7,32.8,2018-05,2018
2018-05-10,41.0,29.0,10.0,14.28754266211604,5.0,3.0,56.06187050359712,0.0,29.6,32.6,27.5,7.9,40.0,2018-05,2018
2018-05-11,42.0,26.0,13.0,14.28754266211604,5.0,4.0,56.06187050359712,5.6,29.2,33.2,26.8,5.8,30.6,2018-05,2018
2018-05-12,44.0,27.0,11.0,14.28754266211604,5.0,4.0,56.06187050359712,2.6,29.5,34.1,27.1,6.5,26.3,2018-05,2018
2018-05-13,37.0,26.0,11.0,14.28754266211604,5.0,4.0,56.06187050359712,3.4,28.1,31.4,25.8,4.3,27.4,2018-05,2018
2018-05-14,44.0,28.0,13.0,14.28754266211604,7.0,5.0,56.06187050359712,0.6,28.8,33.2,25.3,5.4,24.8,2018-05,2018
2018-05-15,40.0,29.0,13.0,14.28754266211604,5.0,6.0,56.06187050359712,2.8,28.2,32.1,26.0,4.0,32.0,2018-05,2018
2018-05-21,78.0,35.0,13.0,14.28754266211604,6.0,3.0,56.06187050359712,0.0,28.6,32.5,25.9,4.0,18.7,2018-05,2018
2018-05-22,40.0,39.0,15.0,14.28754266211604,6.0,5.0,56.06187050359712,0.0,28.6,32.6,26.5,4.3,28.1,2018-05,2018
2018-05-24,38.0,30.0,17.0,14.28754266211604,5.0,4.0,56.06187050359712,0.4,28.5,34.3,24.1,6.8,29.9,2018-05,2018
2018-05-25,46.0,29.0,9.0,14.28754266211604,3.0,4.0,56.06187050359712,0.0,29.3,33.3,26.2,5.0,27.0,2018-05,2018
2018-05-27,52.0,31.0,8.0,14.28754266211604,9.0,5.0,56.06187050359712,0.2,27.7,31.7,25.6,4.0,21.6,2018-05,2018
2018-05-28,55.0,29.0,15.0,14.28754266211604,7.0,5.0,56.06187050359712,7.6,27.6,30.8,24.9,4.3,33.1,2018-05,2018
2018-05-29,44.0,34.0,13.0,14.28754266211604,12.0,5.0,56.06187050359712,3.0,28.0,32.6,25.6,4.0,29.5,2018-05,2018
2018-05-30,61.0,35.0,8.0,14.28754266211604,7.0,4.0,56.06187050359712,0.0,27.6,32.2,25.8,3.6,20.5,2018-05,2018
2018-05-31,63.0,40.0,11.0,14.28754266211604,7.0,5.0,56.06187050359712,1.0,27.6,31.1,24.2,4.0,30.2,2018-05,2018
2018-06-03,74.0,34.0,18.0,14.28754266211604,6.0,4.0,56.06187050359712,0.0,29.2,32.9,26.1,4.0,23.4,2018-06,2018
