Date,pm25,pm10,o3,no2,so2,co,psi,Temperature (Avg),Dew Point (Avg),Humidity (Avg),Wind Speed  (Avg),Pressure (Avg),Precipitation(Total)
2016-12-03,46.0,22.0,19.0,17.0,11.0,7.0,54.0,83.5,74.7,76.2,3.2,29.8,0.0
2016-12-04,53.0,16.0,15.0,10.0,5.0,7.0,46.0,85.9,74.2,70.5,5.7,29.8,0.0
2016-12-11,32.0,12.0,19.0,7.0,2.0,5.0,56.06187050359712,80.8,73.0,78.3,5.0,29.8,0.0
2016-12-12,26.0,17.0,29.0,14.0,2.0,6.0,56.06187050359712,85.3,72.1,65.3,6.5,29.8,0.0
2016-12-13,56.0,20.0,26.0,15.0,2.0,6.0,56.06187050359712,84.8,73.0,69.5,5.7,29.8,0.0
2016-12-14,50.0,22.0,26.0,10.0,2.0,6.0,56.06187050359712,84.9,72.5,67.5,5.0,29.8,0.0
2016-12-15,71.0,29.0,25.0,21.0,4.0,6.0,56.06187050359712,85.9,72.9,66.4,4.7,29.8,0.0
2016-12-16,79.0,29.0,11.0,18.0,5.0,4.4577714691270405,56.06187050359712,84.8,74.8,73.5,6.2,29.8,0.0
2016-12-17,62.0,18.0,15.0,11.0,2.0,6.0,56.06187050359712,81.1,74.8,82.7,6.0,29.8,0.0
2016-12-18,34.0,14.0,19.0,10.0,1.0,6.0,56.06187050359712,81.1,73.0,77.5,5.5,29.8,0.0
2016-12-19,39.0,13.0,18.0,7.0,1.0,5.0,56.06187050359712,84.7,73.5,71.2,6.1,29.8,0.0
2016-12-27,20.0,10.0,6.0,13.0,4.546296296296297,6.0,56.06187050359712,80.4,73.0,79.5,7.7,29.8,0.0
2016-12-28,33.0,12.0,6.0,15.0,1.0,6.0,56.06187050359712,78.9,72.5,81.1,9.7,29.8,0.0
2016-12-29,45.0,22.0,20.0,13.0,1.0,6.0,56.06187050359712,83.0,72.4,70.5,7.7,29.8,0.0
2016-12-30,33.0,11.0,12.0,11.0,1.0,6.0,56.06187050359712,82.2,72.6,73.7,7.3,29.8,0.0
2016-12-31,28.0,15.0,28.0,19.0,4.546296296296297,4.4577714691270405,56.06187050359712,81.6,73.6,78.0,4.9,29.8,0.0
2017-01-15,55.0,20.0,29.0,13.0,3.0,6.0,56.06187050359712,85.2,73.3,69.4,5.0,29.8,0.0
2017-01-16,41.0,24.0,28.0,19.0,4.0,7.0,56.06187050359712,83.6,72.6,70.1,4.6,29.8,0.0
2017-01-17,55.0,20.0,17.0,17.0,4.0,6.0,56.06187050359712,83.9,73.0,71.3,4.8,29.8,0.0
2017-01-18,40.0,16.0,19.0,17.0,2.0,7.0,56.06187050359712,80.5,73.0,79.7,6.4,29.8,0.0
2017-01-19,40.0,16.0,11.0,17.0,3.0,8.0,56.06187050359712,81.7,74.2,79.7,5.0,29.8,0.0
2017-01-20,42.0,18.0,10.0,17.0,7.0,6.0,56.06187050359712,81.4,73.9,79.6,5.5,29.8,0.0
2017-01-21,34.0,12.0,13.0,8.0,2.0,6.0,56.06187050359712,80.4,73.9,82.4,7.3,29.8,0.0
2017-01-22,27.0,13.0,5.0,12.0,2.0,7.0,56.06187050359712,80.7,74.1,81.1,10.7,29.8,0.0
2017-01-23,21.0,12.0,4.0,12.0,2.0,8.0,56.06187050359712,77.8,74.1,89.3,5.7,29.8,0.0
2017-01-25,22.0,15.0,12.0,8.0,4.546296296296297,5.0,56.06187050359712,80.3,72.3,76.7,6.6,29.8,0.0
2017-01-26,38.0,19.0,15.0,9.0,2.0,6.0,56.06187050359712,81.9,73.4,77.2,8.5,29.8,0.0
2017-01-28,38.0,15.0,16.0,7.0,2.0,5.0,56.06187050359712,80.1,72.9,79.3,6.8,29.8,0.0
2017-01-29,32.0,14.0,11.0,9.0,4.546296296296297,6.0,56.06187050359712,80.7,72.7,77.2,6.2,29.8,0.0
2017-01-30,28.0,14.0,11.0,11.0,2.0,5.0,56.06187050359712,79.5,73.4,82.9,5.9,29.8,0.0
2017-01-31,38.0,18.0,16.0,11.0,2.0,5.0,56.06187050359712,81.6,72.4,74.6,10.3,29.8,0.0
2017-02-01,45.0,25.0,23.0,14.0,3.0,5.0,56.06187050359712,82.5,72.1,71.4,7.7,29.8,0.0
2017-02-02,67.0,23.0,20.0,12.0,4.0,5.0,56.06187050359712,82.5,72.5,72.9,4.2,29.8,0.0
2017-02-03,38.0,13.0,18.0,12.0,2.0,4.0,56.06187050359712,83.3,74.0,75.6,6.4,29.8,0.0
2017-02-04,32.0,14.0,21.0,10.0,2.0,5.0,56.06187050359712,81.3,74.5,81.8,5.5,29.8,0.0
2017-02-06,29.0,14.0,17.0,15.0,2.0,6.0,56.06187050359712,83.7,73.6,73.4,6.2,29.8,0.0
2017-02-07,35.0,17.0,21.0,18.0,2.0,7.0,56.06187050359712,79.4,74.0,85.0,5.9,29.8,0.0
2017-02-08,53.0,24.0,28.0,19.0,3.0,8.0,56.06187050359712,81.4,73.4,78.2,5.3,29.8,0.0
2017-02-09,64.0,22.0,26.0,11.0,2.0,5.0,56.06187050359712,83.2,71.0,67.0,7.3,29.8,0.0
2017-02-10,54.0,23.0,24.0,11.0,2.0,5.0,56.06187050359712,83.0,71.6,69.2,11.4,29.8,0.0
2017-02-20,41.0,17.0,12.0,12.0,2.0,5.0,56.06187050359712,83.4,73.6,73.9,11.1,29.8,0.0
2017-02-21,42.0,20.0,18.0,9.0,1.0,5.0,56.06187050359712,82.3,73.7,76.6,6.6,29.8,0.0
2017-02-22,44.0,16.0,18.0,18.0,2.0,5.0,56.06187050359712,83.4,73.8,74.5,7.4,29.8,0.0
2017-02-23,42.0,22.0,5.0,21.0,3.0,6.0,56.06187050359712,81.4,73.3,78.1,6.2,29.8,0.0
2017-02-24,51.0,15.0,12.0,15.0,3.0,5.0,56.06187050359712,77.2,73.6,89.5,4.6,29.8,0.0
2017-02-25,39.0,18.0,16.0,10.0,1.0,5.0,56.06187050359712,82.1,74.1,78.3,7.5,29.8,0.0
2017-02-27,34.0,19.0,11.0,11.0,2.0,4.0,56.06187050359712,82.9,73.5,74.5,11.5,29.8,0.0
2017-02-28,46.0,17.0,10.0,9.0,2.0,4.0,56.06187050359712,81.2,74.4,81.3,10.9,29.8,0.0
2017-03-01,24.0,12.0,14.0,6.0,1.0,2.0,56.06187050359712,78.1,73.1,86.0,7.2,29.8,0.0
2017-03-07,59.0,23.0,26.0,12.0,4.0,5.0,56.06187050359712,82.7,73.4,75.0,5.6,29.8,0.0
2017-03-08,55.0,27.0,30.0,14.0,2.0,5.0,56.06187050359712,83.3,72.8,72.4,10.8,29.8,0.0
2017-03-11,57.0,22.0,30.0,19.0,2.0,5.0,56.06187050359712,83.5,73.1,72.6,7.4,29.8,0.0
2017-03-12,53.0,27.0,36.0,20.0,7.0,6.0,56.06187050359712,81.4,73.6,78.0,3.6,29.8,0.0
2017-03-13,78.0,33.0,31.0,21.0,8.0,5.0,56.06187050359712,84.7,75.0,74.3,5.5,29.8,0.0
2017-03-17,65.0,29.0,34.0,17.0,4.0,6.0,56.06187050359712,82.5,74.7,79.1,5.6,29.8,0.0
2017-03-18,69.0,25.0,33.0,16.0,3.0,6.0,56.06187050359712,84.7,74.3,72.4,6.3,29.8,0.0
2017-03-19,68.0,23.0,19.0,17.0,3.0,6.0,56.06187050359712,84.7,75.2,74.4,5.3,29.8,0.0
2017-03-20,42.0,18.0,32.0,20.0,2.0,6.0,56.06187050359712,79.6,74.6,85.8,3.7,29.8,0.0
2017-03-21,55.0,18.0,13.0,15.0,4.0,6.0,56.06187050359712,84.8,72.7,69.5,6.1,29.8,0.0
2017-03-22,36.0,22.0,22.0,14.0,2.0,6.0,56.06187050359712,82.3,74.4,78.6,6.0,29.8,0.0
2017-03-23,62.0,23.0,36.0,21.0,7.0,4.0,56.06187050359712,86.0,74.4,69.9,8.1,29.8,0.0
2017-03-25,62.0,24.0,29.0,13.0,3.0,7.0,56.06187050359712,82.8,75.4,79.5,6.9,29.8,0.0
2017-03-26,59.0,18.0,20.0,12.0,2.0,6.0,56.06187050359712,85.8,75.3,72.0,7.0,29.8,0.0
2017-03-27,38.0,19.0,8.0,17.0,3.0,8.0,56.06187050359712,85.3,75.2,73.0,7.3,29.8,0.0
2017-03-28,39.0,19.0,17.0,21.0,3.0,6.0,56.06187050359712,80.3,75.2,85.6,5.1,29.8,0.0
2017-03-29,47.0,22.0,7.0,21.0,4.0,7.0,56.06187050359712,82.9,74.6,77.3,3.9,29.8,0.0
2017-04-01,55.0,18.0,23.0,15.0,4.0,5.0,56.06187050359712,81.4,75.1,83.1,4.0,29.8,0.0
2017-04-02,43.0,16.0,20.0,14.0,5.0,3.0,56.06187050359712,84.7,74.8,73.4,5.0,29.8,0.0
2017-04-03,38.0,14.0,24.0,15.0,5.0,4.0,56.06187050359712,82.2,75.1,80.1,4.0,29.8,0.0
2017-04-04,37.0,14.0,23.0,12.0,5.0,4.0,56.06187050359712,84.1,74.0,73.7,5.2,29.8,0.0
2017-04-12,45.0,15.0,8.0,19.0,8.0,4.0,56.06187050359712,83.2,75.9,79.8,4.2,29.8,0.0
2017-04-13,41.0,20.0,15.0,19.0,6.0,6.0,56.06187050359712,81.5,75.2,81.8,4.6,29.8,0.0
2017-04-14,35.0,17.0,16.0,15.0,3.0,4.0,56.06187050359712,82.9,76.2,80.7,5.3,29.8,0.0
2017-04-15,35.0,23.0,39.0,15.0,2.0,5.0,56.06187050359712,84.3,74.3,73.3,7.4,29.8,0.0
2017-04-16,57.0,21.0,21.0,16.0,3.0,4.0,56.06187050359712,84.6,75.4,75.3,4.3,29.8,0.0
2017-04-17,45.0,26.0,19.0,21.0,4.0,5.0,56.06187050359712,85.3,75.5,74.0,4.3,29.8,0.0
2017-04-21,85.0,20.0,24.0,17.0,6.0,4.0,56.06187050359712,82.7,74.8,78.7,4.3,29.8,0.0
2017-04-30,74.0,19.0,20.0,15.0,8.0,4.0,56.06187050359712,85.7,75.6,73.3,5.4,29.8,0.0
2017-05-04,54.0,29.0,20.0,22.0,11.0,7.0,56.06187050359712,85.1,76.2,75.0,3.3,29.8,0.0
2017-05-05,74.0,23.0,23.0,20.0,8.0,5.0,56.06187050359712,84.7,76.5,77.4,4.6,29.8,0.0
2017-05-10,33.0,16.0,10.0,13.0,9.0,5.0,56.06187050359712,81.7,76.9,85.8,3.7,29.8,0.0
2017-05-11,43.0,16.0,10.0,18.0,9.0,5.0,56.06187050359712,85.0,74.5,71.7,5.8,29.8,0.0
2017-05-12,48.0,18.0,10.0,16.0,10.0,5.0,56.06187050359712,84.9,75.0,73.3,6.3,29.8,0.0
2017-05-18,32.0,13.0,12.0,13.0,6.0,3.0,56.06187050359712,85.7,76.7,74.6,6.5,29.8,0.0
2017-05-19,34.0,16.0,15.0,11.0,5.0,3.0,56.06187050359712,87.0,75.8,70.2,6.7,29.8,0.0
2017-05-24,39.0,16.0,10.0,15.0,4.0,6.0,56.06187050359712,79.3,75.4,88.8,4.9,29.8,0.0
2017-06-01,42.0,12.0,12.0,15.0,12.0,3.0,56.06187050359712,84.3,74.1,72.8,3.8,29.8,0.0
2017-06-02,25.0,12.0,17.0,11.0,9.0,3.0,56.06187050359712,87.1,73.9,65.5,6.0,29.8,0.0
2017-06-03,27.0,13.0,21.0,12.0,7.0,3.0,56.06187050359712,88.5,74.4,64.3,6.7,29.8,0.0
2017-06-04,34.0,15.0,11.0,12.0,6.0,3.0,56.06187050359712,88.8,75.3,65.0,8.8,29.8,0.0
2017-06-05,37.0,19.0,15.0,11.0,6.0,3.0,56.06187050359712,88.1,76.9,69.9,7.4,29.8,0.0
2017-06-06,53.0,21.0,22.0,14.0,8.0,3.0,56.06187050359712,88.0,75.0,66.3,5.9,29.8,0.0
2017-06-07,55.0,18.0,17.0,10.0,5.0,3.0,56.06187050359712,86.2,76.3,73.0,5.3,29.8,0.0
2017-06-10,41.0,16.0,16.0,12.0,10.0,3.0,56.06187050359712,84.7,75.4,75.0,5.7,29.8,0.0
2017-06-11,33.0,12.0,18.0,13.0,9.0,4.0,56.06187050359712,85.7,74.6,70.8,6.3,29.8,0.0
2017-06-12,29.0,12.0,17.0,13.0,7.0,4.4577714691270405,56.06187050359712,87.7,74.0,64.7,6.0,29.8,0.0
2017-06-13,31.0,16.0,16.0,19.0,7.0,4.0,56.06187050359712,86.6,75.2,70.0,6.8,29.8,0.0
2017-06-15,39.0,19.0,12.0,18.0,5.0,5.0,56.06187050359712,85.8,75.0,72.0,5.2,29.8,0.0
2017-06-16,51.0,19.0,19.0,13.0,6.0,4.0,56.06187050359712,83.5,76.2,79.8,4.5,29.8,0.0
2017-06-18,34.0,12.0,11.0,11.0,8.0,4.0,56.06187050359712,80.4,75.3,85.4,6.7,29.8,0.0
2017-06-19,25.0,13.0,19.0,14.0,7.0,4.0,56.06187050359712,84.4,73.9,72.0,6.4,29.8,0.0
2017-06-20,40.0,17.0,13.0,18.0,9.0,4.0,56.06187050359712,86.3,73.7,67.5,4.1,29.8,0.0
2017-06-21,51.0,23.0,14.0,15.0,6.0,6.0,56.06187050359712,83.8,75.0,76.0,5.1,29.8,0.0
2017-06-22,60.0,18.0,7.0,14.0,6.0,4.0,56.06187050359712,85.8,75.7,73.2,4.8,29.8,0.0
2017-06-23,41.0,14.0,15.0,14.0,12.0,5.0,56.06187050359712,80.5,74.1,81.3,5.7,29.8,0.0
2017-06-26,60.0,24.0,6.0,22.0,7.0,5.0,56.06187050359712,82.9,75.0,78.5,4.7,29.8,0.0
2017-06-27,47.0,21.0,21.0,18.0,5.0,8.0,56.06187050359712,79.5,73.2,81.5,3.4,29.8,0.0
2017-06-28,60.0,24.0,9.0,17.0,5.0,7.0,56.06187050359712,81.8,74.7,81.3,3.8,29.8,0.0
2017-06-29,48.0,14.0,15.0,13.0,7.0,4.0,56.06187050359712,82.1,75.4,81.0,3.1,29.8,0.0
2017-06-30,30.0,10.0,15.0,11.0,5.0,4.4577714691270405,56.06187050359712,86.0,74.0,68.8,5.5,29.8,0.0
2017-07-01,24.0,14.0,13.0,11.0,5.0,5.0,56.06187050359712,86.0,75.0,70.3,6.2,29.8,0.0
2017-07-02,37.0,15.0,10.0,13.0,7.0,5.0,56.06187050359712,85.4,76.0,74.6,6.3,29.8,0.0
2017-07-03,39.0,14.0,15.0,12.0,12.0,5.0,56.06187050359712,82.8,73.4,74.3,6.8,29.8,0.0
2017-07-04,34.0,13.0,8.0,14.0,10.0,5.0,56.06187050359712,86.2,73.6,67.5,5.4,29.8,0.0
2017-07-05,28.0,13.0,13.0,12.0,8.0,5.0,56.06187050359712,81.3,75.3,83.5,3.4,29.8,0.0
2017-07-06,40.0,14.0,16.0,13.0,5.0,4.0,56.06187050359712,83.3,74.6,76.1,6.1,29.8,0.0
2017-07-07,38.0,17.0,16.0,14.0,6.0,4.0,56.06187050359712,85.6,72.2,64.8,6.5,29.8,0.0
2017-07-08,51.0,16.0,15.0,10.0,6.0,3.0,56.06187050359712,83.7,73.8,73.8,6.5,29.8,0.0
2017-07-09,34.0,11.0,15.0,13.0,6.0,4.0,56.06187050359712,84.6,74.0,72.0,7.6,29.8,0.0
2017-07-10,30.0,14.0,12.0,17.0,12.0,4.0,56.06187050359712,87.0,73.2,65.0,4.6,29.8,0.0
2017-07-11,42.0,13.0,7.0,12.0,9.0,4.0,56.06187050359712,82.5,73.9,76.2,5.7,29.8,0.0
2017-07-12,29.0,15.0,13.0,15.0,3.0,4.0,56.06187050359712,80.1,74.0,82.4,6.3,29.8,0.0
2017-07-13,45.0,18.0,6.0,19.0,4.0,5.0,56.06187050359712,82.0,74.6,79.5,6.0,29.8,0.0
2017-07-14,57.0,22.0,15.0,15.0,6.0,6.0,56.06187050359712,79.0,74.7,88.0,4.9,29.8,0.0
2017-07-15,60.0,20.0,15.0,8.0,5.0,3.0,56.06187050359712,82.7,74.2,76.7,6.5,29.8,0.0
2017-07-16,37.0,13.0,24.0,9.0,2.0,4.0,56.06187050359712,85.6,72.8,66.7,11.4,29.8,0.0
2017-07-17,48.0,20.0,19.0,14.0,4.0,4.4577714691270405,56.06187050359712,86.2,71.6,62.8,9.6,29.8,0.0
2017-07-18,53.0,18.0,17.0,12.0,4.0,4.4577714691270405,56.06187050359712,85.5,73.9,69.5,9.1,29.8,0.0
2017-07-19,41.0,14.0,15.0,13.0,5.0,4.4577714691270405,56.06187050359712,86.0,73.0,66.2,6.6,29.8,0.0
2017-07-20,37.0,16.0,21.0,10.0,5.0,4.0,56.06187050359712,85.3,74.5,71.3,5.8,29.8,0.0
2017-07-21,41.0,18.0,18.0,8.0,5.0,4.0,56.06187050359712,86.6,74.1,66.9,7.4,29.8,0.0
2017-07-22,43.0,18.0,18.0,8.0,5.0,4.0,56.06187050359712,87.5,73.4,63.8,8.8,29.8,0.0
2017-07-23,44.0,16.0,17.0,8.0,4.0,4.0,56.06187050359712,87.0,73.6,65.0,8.0,29.8,0.0
2017-07-24,46.0,20.0,22.0,10.0,4.0,4.0,56.06187050359712,87.1,73.7,65.1,9.4,29.8,0.0
2017-07-27,66.0,23.0,25.0,11.0,4.0,4.0,56.06187050359712,86.5,73.5,65.7,9.7,29.8,0.0
2017-07-28,59.0,24.0,19.0,12.0,4.0,4.0,56.06187050359712,87.6,72.6,61.8,8.3,29.8,0.0
2017-07-29,49.0,15.0,15.0,10.0,5.0,4.0,56.06187050359712,87.0,74.8,67.6,9.0,29.8,0.0
2017-07-30,36.0,15.0,13.0,9.0,5.0,4.4577714691270405,56.06187050359712,86.9,75.2,69.0,9.6,29.8,0.0
2017-07-31,35.0,19.0,18.0,11.0,5.0,4.0,56.06187050359712,87.5,74.7,66.5,9.4,29.8,0.0
2017-08-01,52.0,24.0,27.0,10.0,4.0,3.0,56.06187050359712,87.0,75.5,69.3,8.8,29.8,0.0
2017-08-02,62.0,25.0,25.0,11.0,4.0,4.0,56.06187050359712,87.0,72.3,62.0,10.8,29.8,0.0
2017-08-03,55.0,20.0,22.0,12.0,4.0,4.0,56.06187050359712,86.8,70.4,59.0,11.5,29.8,0.0
2017-08-06,42.0,16.0,7.0,13.0,5.0,5.0,56.06187050359712,84.8,74.5,72.4,7.8,29.8,0.0
2017-08-07,40.0,16.0,9.0,12.0,6.0,4.0,56.06187050359712,84.4,75.7,75.5,6.9,29.8,0.0
2017-08-08,38.0,14.0,15.0,10.0,6.0,4.0,56.06187050359712,83.0,75.3,78.6,5.8,29.8,0.0
2017-08-09,25.0,16.0,12.0,15.0,7.0,6.0,56.06187050359712,83.6,72.7,70.7,6.6,29.8,0.0
2017-08-10,47.0,14.0,7.0,14.0,5.0,5.0,56.06187050359712,85.8,72.8,66.2,6.5,29.8,0.0
2017-08-11,35.0,17.0,6.0,17.0,7.0,6.0,56.06187050359712,81.1,74.7,81.7,4.9,29.8,0.0
2017-08-13,39.0,14.0,13.0,11.0,8.0,5.0,56.06187050359712,82.1,74.0,78.0,4.5,29.8,0.0
2017-08-14,39.0,14.0,10.0,12.0,4.0,5.0,56.06187050359712,84.3,73.7,71.5,6.8,29.8,0.0
2017-08-15,29.0,16.0,17.0,14.0,5.0,5.0,56.06187050359712,81.2,72.7,75.9,4.8,29.8,0.0
2017-08-18,52.0,20.0,13.0,13.0,3.0,4.0,56.06187050359712,83.0,74.8,78.0,4.8,29.8,0.0
2017-08-19,41.0,15.0,13.0,10.0,3.0,4.0,56.06187050359712,83.9,74.7,75.2,6.1,29.8,0.0
2017-08-22,33.0,18.0,23.0,12.0,5.0,4.0,56.06187050359712,82.5,73.4,74.8,7.1,29.8,0.0
2017-08-29,62.0,16.0,19.0,15.0,7.0,5.0,56.06187050359712,81.2,74.4,81.6,5.1,29.8,0.0
2017-08-30,35.0,18.0,17.0,14.0,5.0,6.0,56.06187050359712,83.0,73.6,75.2,3.7,29.8,0.0
2017-08-31,37.0,13.0,21.0,7.0,4.0,4.0,56.06187050359712,84.9,74.0,71.7,6.1,29.8,0.0
2017-09-01,41.0,23.0,28.0,9.0,3.0,5.0,56.06187050359712,85.5,74.0,69.3,7.0,29.8,0.0
2017-09-02,64.0,23.0,18.0,6.0,3.0,4.0,56.06187050359712,85.5,74.7,71.5,6.5,29.8,0.0
2017-09-03,48.0,18.0,15.0,9.0,4.0,4.0,56.06187050359712,85.1,73.8,69.7,8.4,29.8,0.0
2017-09-04,45.0,18.0,13.0,11.0,4.0,3.0,56.06187050359712,85.3,74.0,70.0,6.0,29.8,0.0
2017-09-05,40.0,17.0,5.0,15.0,4.0,3.0,56.06187050359712,85.2,74.3,71.0,6.6,29.8,0.0
2017-09-06,49.0,24.86731167933656,17.89288182446441,14.28754266211604,4.546296296296297,4.4577714691270405,56.06187050359712,80.2,74.8,84.6,4.6,29.8,0.0
2017-09-10,54.023093072078375,25.0,20.0,21.0,8.0,6.0,56.06187050359712,83.0,75.5,79.1,3.9,29.8,0.0
2017-09-12,71.0,29.0,27.0,12.0,4.0,3.0,56.06187050359712,84.8,74.8,73.6,4.6,29.8,0.0
2017-09-13,68.0,25.0,17.0,14.0,3.0,5.0,56.06187050359712,85.1,74.7,72.5,5.0,29.8,0.0
2017-09-14,57.0,23.0,9.0,20.0,6.0,5.0,56.06187050359712,84.4,74.4,72.8,4.5,29.8,0.0
2017-09-15,63.0,22.0,14.0,15.0,9.0,4.0,56.06187050359712,82.5,76.1,81.1,3.9,29.8,0.0
2017-09-16,49.0,15.0,16.0,8.0,9.0,3.0,56.06187050359712,82.0,72.8,75.0,4.6,29.8,0.0
2017-09-17,25.0,11.0,10.0,13.0,3.0,4.0,56.06187050359712,84.3,74.2,72.7,6.9,29.8,0.0
2017-09-19,51.0,21.0,11.0,19.0,9.0,8.0,56.06187050359712,80.3,74.8,84.8,4.0,29.8,0.0
2017-09-20,47.0,14.0,8.0,11.0,11.0,6.0,56.06187050359712,81.8,74.1,78.8,5.4,29.8,0.0
2017-09-21,26.0,14.0,22.0,11.0,9.0,7.0,56.06187050359712,81.2,71.4,74.2,5.2,29.8,0.0
2017-09-22,46.0,21.0,20.0,14.0,5.0,7.0,56.06187050359712,84.6,73.6,71.2,4.8,29.8,0.0
2017-09-23,59.0,21.0,21.0,13.0,5.0,7.0,56.06187050359712,84.8,74.1,71.3,5.7,29.8,0.0
2017-09-24,56.0,19.0,20.0,18.0,6.0,6.0,56.06187050359712,84.5,73.0,69.8,6.1,29.8,0.0
2017-09-26,39.0,31.0,16.0,22.0,6.0,4.0,56.06187050359712,82.5,74.9,79.6,3.5,29.8,0.0
2017-09-28,62.0,22.0,13.0,20.0,10.0,2.0,56.06187050359712,84.2,75.0,75.0,3.2,29.8,0.0
2017-09-29,46.0,16.0,15.0,16.0,10.0,3.0,56.06187050359712,81.1,74.5,81.6,4.4,29.8,0.0
2017-09-30,38.0,17.0,6.0,16.0,10.0,5.0,56.06187050359712,83.3,74.2,75.8,4.7,29.8,0.0
2017-10-01,52.0,21.0,15.0,14.0,7.0,5.0,56.06187050359712,80.9,75.9,86.0,3.9,29.8,0.0
2017-10-02,50.0,26.0,9.0,20.0,8.0,7.0,56.06187050359712,83.8,73.7,73.6,3.5,29.8,0.0
2017-10-03,73.0,21.0,8.0,18.0,7.0,4.0,56.06187050359712,82.6,75.7,81.0,3.1,29.8,0.0
2017-10-04,37.0,16.0,18.0,17.0,9.0,5.0,56.06187050359712,79.7,73.9,83.7,4.8,29.8,0.0
2017-10-05,43.0,18.0,11.0,17.0,6.0,5.0,56.06187050359712,82.7,73.6,75.4,2.8,29.8,0.0
2017-10-18,56.0,23.0,37.0,16.0,9.0,4.0,56.06187050359712,88.2,73.9,65.3,4.5,29.8,0.0
2017-10-21,78.0,38.0,24.0,18.0,11.0,5.0,56.06187050359712,86.3,75.0,70.2,5.2,29.8,0.0
2017-10-22,80.0,29.0,20.0,17.0,12.0,5.0,56.06187050359712,86.2,73.4,66.3,4.9,29.8,0.0
2017-10-27,82.0,26.0,32.0,17.0,7.0,6.0,56.06187050359712,82.3,74.5,78.4,3.4,29.8,0.0
2017-10-28,59.0,23.0,20.0,21.0,4.0,5.0,56.06187050359712,84.4,72.7,70.3,4.4,29.8,0.0
2017-10-29,49.0,18.0,16.0,18.0,3.0,6.0,56.06187050359712,80.6,74.0,81.8,3.9,29.8,0.0
2017-10-30,37.0,15.0,16.0,17.0,1.0,5.0,56.06187050359712,80.9,74.8,82.4,3.9,29.8,0.0
2017-10-31,45.0,26.0,27.0,19.0,3.0,3.0,56.06187050359712,79.2,74.2,85.5,3.5,29.8,0.0
2017-11-11,49.0,20.0,18.0,12.0,5.0,8.0,56.06187050359712,79.0,75.2,89.5,2.7,29.8,0.0
2017-11-14,38.0,15.0,19.0,20.0,5.0,6.0,56.06187050359712,78.6,74.0,87.2,3.6,29.8,0.0
2017-11-15,50.0,25.0,23.0,22.0,6.0,7.0,56.06187050359712,82.4,73.2,75.7,3.6,29.8,0.0
2017-12-07,35.0,14.0,18.0,10.0,2.0,5.0,56.06187050359712,81.7,74.5,80.4,4.6,29.8,0.0
2017-12-08,24.0,11.0,14.0,15.0,2.0,5.0,56.06187050359712,81.9,72.7,74.3,5.6,29.8,0.0
2017-12-09,39.0,27.0,31.0,14.0,2.0,6.0,56.06187050359712,80.1,72.7,79.7,6.7,29.8,0.0
2017-12-10,67.0,28.0,27.0,15.0,2.0,6.0,56.06187050359712,81.8,73.8,78.7,6.3,29.8,0.0
2017-12-11,57.0,23.0,20.0,21.0,2.0,6.0,56.06187050359712,81.3,74.1,80.8,6.6,29.8,0.0
2017-12-12,54.0,20.0,29.0,18.0,2.0,7.0,56.06187050359712,79.3,74.5,86.5,4.2,29.8,0.0
2017-12-13,53.0,20.0,35.0,19.0,3.0,6.0,56.06187050359712,79.5,73.6,84.1,3.7,29.8,0.0
2017-12-14,58.0,26.0,26.0,17.0,4.0,6.0,56.06187050359712,80.5,73.5,80.9,6.1,29.8,0.0
2017-12-15,57.0,22.0,18.0,16.0,3.0,7.0,56.06187050359712,80.4,74.1,82.9,5.7,29.8,0.0
2017-12-16,57.0,22.0,25.0,8.0,2.0,5.0,56.06187050359712,81.3,73.9,80.0,6.6,29.8,0.0
2017-12-17,42.0,25.0,26.0,14.0,2.0,5.0,56.06187050359712,82.1,72.4,73.4,9.5,29.8,0.0
2017-12-18,57.0,29.0,26.0,16.0,2.0,6.0,56.06187050359712,82.3,71.1,69.9,11.6,29.8,0.0
2017-12-19,47.0,23.0,28.0,16.0,4.546296296296297,6.0,56.06187050359712,79.8,71.8,76.7,10.2,29.8,0.0
2017-12-20,58.0,30.0,34.0,12.0,2.0,6.0,56.06187050359712,81.0,72.1,74.1,10.0,29.8,0.0
2017-12-21,63.0,29.0,30.0,16.0,2.0,6.0,56.06187050359712,82.5,70.6,67.7,8.4,29.8,0.0
2017-12-27,46.0,16.0,18.0,19.0,4.0,5.0,56.06187050359712,80.0,73.0,80.0,5.4,29.8,0.0
2017-12-28,33.0,18.0,13.0,13.0,3.0,5.0,56.06187050359712,81.4,73.8,79.0,7.5,29.8,0.0
2017-12-29,46.0,19.0,10.0,13.0,2.0,4.0,56.06187050359712,83.0,74.3,76.9,10.5,29.8,0.0
2017-12-30,46.0,16.0,8.0,13.0,2.0,5.0,56.06187050359712,81.1,75.0,82.8,9.9,29.8,0.0
2018-01-07,49.0,18.0,22.0,12.0,2.0,5.0,56.06187050359712,81.0,74.6,82.2,5.3,29.8,0.0
2018-01-08,43.0,20.0,16.0,17.0,2.0,4.0,56.06187050359712,79.1,72.8,82.7,4.2,29.8,0.0
2018-01-09,47.0,18.0,3.0,10.0,2.0,5.0,56.06187050359712,81.0,74.0,81.0,5.9,29.8,0.0
2018-01-10,33.0,14.0,6.0,8.0,2.0,5.0,56.06187050359712,77.1,73.0,87.7,3.6,29.8,0.0
