Date,pm25,pm10,o3,no2,so2,co,psi,Temperature (Avg),Dew Point (Avg),Humidity (Avg),Wind Speed  (Avg),Pressure (Avg),Precipitation(Total)
2015-01-01,55.0,25.0,26.0,14.0,2.0,1.0,56.06187050359712,80.1,72.5,78.0,6.4,29.8,0.0
2015-01-02,48.0,30.0,25.0,8.0,2.0,2.0,55.0,81.6,71.0,70.8,11.8,29.8,0.0
2015-01-27,62.0,25.0,20.0,11.0,5.0,2.0,51.0,82.2,70.5,68.6,11.5,29.8,0.0
2015-02-14,59.0,29.0,36.0,11.0,4.0,2.0,60.0,81.3,70.4,69.7,11.0,29.8,0.0
2015-02-15,59.0,27.0,30.0,11.0,4.0,2.0,57.0,82.3,71.6,70.4,10.1,29.8,0.0
2015-02-20,39.0,20.0,25.0,8.0,2.0,1.0,47.0,82.6,71.2,69.8,11.7,29.8,0.0
2015-02-23,38.0,21.0,18.0,11.0,2.0,2.0,49.0,82.7,71.9,71.2,8.5,29.8,0.0
2015-02-24,49.0,20.0,23.0,13.0,3.0,2.0,49.0,82.3,72.0,72.2,9.6,29.8,0.0
2015-02-25,49.0,22.0,21.0,11.0,3.0,2.0,50.0,82.7,72.5,72.4,10.2,29.8,0.0
2015-02-26,48.0,22.0,23.0,11.0,3.0,2.0,51.0,82.6,72.5,72.3,8.8,29.8,0.0
2015-03-01,39.0,18.0,16.0,14.0,2.0,1.0,46.0,84.5,72.6,69.0,11.1,29.8,0.0
2015-03-02,41.0,20.0,18.0,14.0,3.0,2.0,54.0,84.1,71.7,67.8,8.8,29.8,0.0
2015-03-03,43.0,25.0,26.0,19.0,4.0,3.0,54.0,84.7,72.5,68.2,8.5,29.8,0.0
2015-03-04,50.0,27.0,27.0,16.0,4.0,3.0,57.0,82.2,72.2,73.7,8.0,29.8,0.0
2015-03-05,65.0,30.0,28.0,18.0,4.0,2.0,61.0,84.0,71.3,66.7,7.5,29.8,0.0
2015-03-06,65.0,27.0,22.0,12.0,4.0,2.0,48.0,83.4,71.3,67.8,7.0,29.8,0.0
2015-03-16,51.0,24.0,28.0,12.0,3.0,2.0,57.0,82.8,73.6,75.9,6.1,29.8,0.0
2015-03-17,53.0,24.0,34.0,10.0,2.0,2.0,58.0,84.6,73.6,71.3,7.5,29.8,0.0
2015-03-18,56.0,26.0,30.0,14.0,3.0,3.0,59.0,84.7,73.5,70.7,7.4,29.8,0.0
2015-03-23,71.0,29.0,26.0,12.0,2.0,2.0,58.0,84.2,73.4,71.0,9.3,29.8,0.0
2015-03-24,63.0,25.0,20.0,10.0,3.0,2.0,50.0,83.7,72.4,69.5,9.6,29.8,0.0
2015-03-30,43.0,24.0,19.0,13.0,2.0,2.0,54.0,84.6,74.2,72.6,8.7,29.8,0.0
2015-04-01,55.0,21.0,13.0,18.0,3.0,4.0,49.0,82.7,74.7,78.7,3.6,29.8,0.0
2015-04-08,36.0,18.0,16.0,9.0,2.0,2.0,46.0,85.8,74.3,70.0,8.2,29.8,0.0
2015-04-11,43.0,20.0,21.0,16.0,2.0,3.0,52.0,83.5,74.2,74.5,4.2,29.8,0.0
2015-04-12,45.0,22.0,30.0,14.0,2.0,2.0,55.0,83.6,74.2,74.8,5.3,29.8,0.0
2015-04-13,56.0,24.0,24.0,12.0,2.0,2.0,48.0,86.0,73.5,67.9,7.3,29.8,0.0
2015-04-16,31.0,21.0,20.0,10.0,3.0,2.0,52.0,86.0,72.6,65.4,9.8,29.8,0.0
2015-04-17,51.0,24.0,31.0,18.0,4.0,2.0,59.0,87.0,73.1,64.7,9.2,29.8,0.0
2015-04-21,88.0,30.0,31.0,21.0,6.0,4.0,57.0,82.7,73.4,75.3,4.8,29.8,0.0
2015-04-22,64.0,27.0,15.0,16.0,7.0,5.0,57.0,85.2,74.2,71.5,3.9,29.8,0.0
2015-04-23,63.0,30.0,15.0,15.0,10.0,6.0,54.0,84.9,73.9,71.1,4.6,29.8,0.0
2015-04-24,61.0,25.0,14.0,15.0,11.0,5.0,49.0,83.4,73.8,75.0,4.0,29.8,0.0
2015-04-26,39.0,18.0,11.0,13.0,2.0,2.0,53.0,83.0,74.9,77.8,7.9,29.8,0.0
2015-04-27,51.0,28.0,10.0,15.0,3.0,4.0,55.0,81.8,73.7,77.5,4.4,29.8,0.0
2015-04-28,57.0,22.0,19.0,12.0,2.0,5.0,52.0,82.1,74.3,78.8,5.0,29.8,0.0
2015-04-29,55.0,22.0,17.0,15.0,2.0,3.0,54.0,84.0,74.9,75.2,4.4,29.8,0.0
2015-04-30,57.0,25.0,30.0,16.0,3.0,5.0,57.0,82.4,74.8,79.6,4.9,29.8,0.0
2015-05-01,62.0,24.0,11.0,15.0,5.0,5.0,53.0,82.9,74.3,77.2,3.0,29.8,0.0
2015-05-03,42.0,19.0,13.0,15.0,5.0,3.0,52.0,81.5,75.1,81.5,2.6,29.8,0.0
2015-05-07,45.0,20.0,8.0,10.0,5.0,3.0,51.0,83.7,76.3,79.2,5.6,29.8,0.0
2015-05-12,40.0,16.0,13.0,9.0,4.0,3.0,52.0,86.1,75.5,71.2,5.8,29.8,0.0
2015-05-14,35.0,23.0,5.0,19.0,3.0,7.0,58.0,84.4,74.5,74.2,5.3,29.8,0.0
2015-05-17,30.0,19.0,7.0,13.0,3.0,4.0,55.0,85.2,75.2,73.4,5.0,29.8,0.0
2015-05-18,53.0,20.0,11.0,8.0,6.0,4.0,54.0,83.3,75.9,79.2,4.0,29.8,0.0
2015-05-20,35.0,24.0,15.0,6.0,4.0,6.0,57.0,84.8,75.6,75.5,5.9,29.8,0.0
2015-05-21,57.0,21.0,11.0,9.0,4.0,2.0,54.0,85.7,76.0,74.0,5.5,29.8,0.0
2015-05-22,48.0,21.0,6.0,12.0,5.0,3.0,53.0,85.2,75.7,73.6,6.7,29.8,0.0
2015-05-23,54.0,23.0,17.0,9.0,12.0,4.0,49.0,79.9,74.3,84.4,4.4,29.8,0.0
2015-05-24,47.0,17.0,8.0,8.0,6.0,3.0,48.0,85.3,74.7,71.7,4.6,29.8,0.0
2015-05-25,40.0,16.0,13.0,9.0,4.0,3.0,52.0,84.2,75.5,76.0,4.6,29.8,0.0
2015-05-26,44.0,24.0,10.0,10.0,2.0,5.0,51.0,83.4,74.7,77.3,5.8,29.8,0.0
2015-05-27,48.0,19.0,14.0,10.0,4.0,5.0,46.0,84.8,75.2,73.7,5.5,29.8,0.0
2015-05-31,34.0,21.0,20.0,14.0,4.0,4.0,53.0,86.0,73.7,67.8,4.8,29.8,0.0
2015-06-02,41.0,19.0,20.0,17.0,5.0,4.0,52.0,86.0,72.7,66.2,6.4,29.8,0.0
2015-06-08,38.0,22.0,7.0,20.0,5.0,5.0,55.0,84.8,75.3,74.0,5.3,29.8,0.0
2015-06-14,35.0,15.0,7.0,16.0,5.0,2.0,46.0,79.8,73.3,81.9,6.5,29.8,0.0
2015-06-16,52.0,25.0,12.0,22.0,4.0,2.0,56.06187050359712,81.4,73.6,77.8,3.4,29.8,0.0
2015-06-19,42.0,17.0,12.0,12.0,2.0,2.0,56.06187050359712,86.3,73.8,67.2,8.8,29.8,0.0
2015-06-20,31.0,18.0,13.0,12.0,3.0,4.4577714691270405,56.06187050359712,87.6,73.1,62.7,9.4,29.8,0.0
2015-06-21,54.023093072078375,19.0,15.0,11.0,2.0,4.0,56.06187050359712,87.6,74.5,65.6,8.6,29.8,0.0
2015-06-22,54.023093072078375,23.0,18.0,13.0,2.0,3.0,56.06187050359712,88.4,74.0,62.8,8.9,29.8,0.0
2015-06-23,54.023093072078375,27.0,20.0,12.0,2.0,3.0,56.06187050359712,88.0,73.8,63.2,9.8,29.8,0.0
2015-06-24,54.023093072078375,29.0,21.0,12.0,2.0,4.0,60.0,88.0,73.4,62.6,9.2,29.8,0.0
2015-06-25,54.023093072078375,25.0,21.0,12.0,2.0,4.4577714691270405,57.0,87.4,73.1,63.3,8.5,29.8,0.0
2015-06-26,54.023093072078375,21.0,14.0,12.0,2.0,4.4577714691270405,46.0,87.2,72.5,62.2,7.9,29.8,0.0
2015-06-30,54.023093072078375,27.0,10.0,20.0,3.0,5.0,58.0,87.5,73.8,64.5,5.8,29.8,0.0
2015-07-03,54.023093072078375,29.0,15.0,14.0,7.0,2.0,56.0,86.5,73.6,66.2,9.3,29.8,0.0
2015-07-11,54.023093072078375,27.0,17.0,16.0,7.0,1.0,56.0,86.0,74.0,68.8,6.7,29.8,0.0
2015-07-18,44.0,21.0,17.0,11.0,2.0,7.0,52.0,86.5,74.4,68.0,9.3,29.8,0.0
2015-07-20,38.0,20.0,15.0,12.0,3.0,2.0,47.0,86.1,74.0,67.8,7.3,29.8,0.0
2015-07-21,40.0,19.0,14.0,15.0,3.0,2.0,46.0,85.8,73.3,67.0,6.4,29.8,0.0
2015-07-22,41.0,20.0,15.0,15.0,2.0,2.0,51.0,86.8,71.7,61.4,8.0,29.8,0.0
2015-07-23,40.0,19.0,11.0,14.0,2.0,3.0,49.0,85.7,72.7,65.4,6.6,29.8,0.0
2015-07-24,41.0,20.0,14.0,13.0,3.0,3.0,48.0,85.7,72.7,65.7,6.4,29.8,0.0
2015-07-25,46.0,22.0,19.0,12.0,4.0,3.0,55.0,86.8,72.2,63.6,7.0,29.8,0.0
2015-07-30,38.0,16.0,12.0,9.0,2.0,2.0,47.0,86.4,71.4,61.4,7.0,29.8,0.0
2015-07-31,52.0,20.0,11.0,16.0,3.0,4.0,57.0,81.5,72.8,76.0,4.6,29.8,0.0
2015-08-01,53.0,25.0,12.0,17.0,4.0,5.0,55.0,81.8,71.8,71.7,7.2,29.8,0.0
2015-08-02,40.0,20.0,13.0,12.0,5.0,3.0,47.0,86.2,72.0,64.0,7.5,29.8,0.0
2015-08-04,47.0,18.0,15.0,18.0,4.0,5.0,50.0,80.7,72.1,75.3,5.5,29.8,0.0
2015-08-05,54.0,20.0,17.0,17.0,6.0,5.0,55.0,84.4,73.5,70.9,4.8,29.8,0.0
2015-08-07,52.0,22.0,10.0,18.0,3.0,5.0,56.0,81.9,74.9,80.6,5.8,29.8,0.0
2015-08-08,56.0,22.0,16.0,17.0,3.0,5.0,56.0,82.7,74.3,77.3,5.2,29.8,0.0
2015-08-11,54.0,28.0,13.0,11.0,3.0,4.0,56.0,83.7,74.9,76.1,7.8,29.8,0.0
2015-08-12,55.0,25.0,5.0,16.0,4.0,5.0,56.0,80.4,74.6,83.9,3.6,29.8,0.0
2015-08-13,57.0,25.0,16.0,15.0,7.0,6.0,57.0,84.6,74.5,73.1,6.5,29.8,0.0
2015-08-14,53.0,21.0,14.0,13.0,4.0,4.0,55.0,86.2,74.1,68.7,6.0,29.8,0.0
2015-08-15,49.0,22.0,17.0,10.0,4.0,6.0,53.0,85.3,73.6,69.0,7.8,29.8,0.0
2015-08-16,47.0,24.0,16.0,8.0,3.0,8.0,52.0,85.4,73.0,67.2,7.7,29.8,0.0
2015-08-17,50.0,24.0,13.0,10.0,4.0,5.0,55.0,85.2,72.7,67.7,7.5,29.8,0.0
2015-08-30,60.0,35.0,15.0,7.0,2.0,1.0,57.0,86.7,72.1,62.2,9.3,29.8,0.0
2015-08-31,62.0,27.0,22.0,9.0,2.0,2.0,57.0,86.3,70.7,59.8,10.2,29.8,0.0
2015-10-29,42.0,20.0,18.0,16.0,4.0,5.0,53.0,85.2,71.8,65.8,7.1,29.8,0.0
2015-10-30,51.0,19.0,17.0,14.0,4.0,7.0,49.0,83.6,73.0,71.8,4.1,29.8,0.0
2015-10-31,49.0,25.0,36.0,17.0,3.0,6.0,60.0,82.7,74.0,76.3,4.9,29.8,0.0
2015-11-01,63.0,25.0,21.0,19.0,3.0,5.0,55.0,83.7,72.7,70.6,4.7,29.8,0.0
2015-11-02,52.0,21.0,12.0,21.0,3.0,5.0,57.0,82.8,74.0,76.5,4.8,29.8,0.0
2015-11-13,74.0,27.0,19.0,12.0,3.0,5.0,55.0,82.1,76.1,83.0,4.3,29.8,0.0
2015-11-17,47.0,27.0,27.0,14.0,11.0,5.0,51.0,82.0,74.8,80.3,4.1,29.8,0.0
2015-11-18,58.0,19.0,14.0,17.0,4.0,4.0,51.0,85.0,73.5,70.1,6.9,29.8,0.0
2015-11-24,74.0,32.0,24.0,22.0,4.0,5.0,61.0,80.3,76.1,88.2,3.4,29.8,0.0
2015-11-28,45.0,22.0,22.0,15.0,3.0,3.0,48.0,85.0,74.2,71.5,5.5,29.8,0.0
2015-11-29,52.0,18.0,17.0,18.0,11.0,3.0,49.0,84.9,74.6,72.8,6.1,29.8,0.0
2015-12-03,40.0,21.0,17.0,17.0,2.0,3.0,53.0,84.7,74.7,73.4,6.7,29.8,0.0
2015-12-07,30.0,18.0,12.0,14.0,2.0,4.0,49.0,85.0,74.2,71.5,10.3,29.8,0.0
2015-12-10,42.0,19.0,10.0,16.0,2.0,7.0,49.0,83.1,75.4,79.3,7.3,29.8,0.0
2015-12-14,35.0,20.0,11.0,15.0,2.0,5.0,54.0,82.9,73.2,74.1,6.7,29.8,0.0
2015-12-15,56.0,22.0,17.0,15.0,2.0,5.0,51.0,82.2,74.5,78.5,3.7,29.8,0.0
2015-12-16,52.0,26.0,20.0,14.0,2.0,6.0,55.0,83.1,73.2,73.5,4.1,29.8,0.0
2015-12-17,57.0,31.0,18.0,14.0,2.0,6.0,60.0,82.8,73.4,74.2,9.3,29.8,0.0
2015-12-18,70.0,34.0,25.0,13.0,3.0,6.0,59.0,82.3,72.8,73.7,8.8,29.8,0.0
2015-12-19,63.0,28.0,34.0,8.0,2.0,6.0,59.0,84.8,71.2,65.0,8.7,29.8,0.0
2015-12-20,64.0,24.0,30.0,12.0,2.0,5.0,54.0,84.9,70.6,64.2,5.9,29.8,0.0
2015-12-22,68.0,29.0,28.0,17.0,5.0,4.0,60.0,87.0,73.2,65.6,3.7,29.8,0.0
2015-12-23,68.0,23.0,9.0,18.0,3.0,5.0,49.0,83.3,74.3,76.1,6.0,29.8,0.0
2016-01-17,49.0,20.0,15.0,17.0,2.0,6.0,53.0,80.9,76.7,87.6,3.7,29.8,0.0
2016-01-18,54.0,21.0,9.0,12.0,3.0,2.0,52.0,84.5,75.8,76.4,4.5,29.8,0.0
2016-01-19,55.0,20.0,11.0,12.0,2.0,2.0,48.0,83.9,75.3,76.0,8.5,29.8,0.0
2016-01-21,41.0,19.0,7.0,12.0,1.0,2.0,48.0,83.6,73.5,72.4,7.4,29.8,0.0
2016-01-28,46.0,20.0,9.0,12.0,5.0,3.0,48.0,84.7,75.2,75.1,6.9,29.8,0.0
2016-02-02,36.0,19.0,15.0,7.0,4.546296296296297,2.0,47.0,82.3,73.7,76.8,8.2,29.8,0.0
2016-02-14,44.0,18.0,15.0,6.0,2.0,2.0,47.0,85.3,75.4,73.7,7.6,29.8,0.0
2016-03-07,48.0,21.0,9.0,14.0,2.0,4.0,51.0,84.8,75.2,74.0,10.8,29.8,0.0
2016-03-09,42.0,20.0,15.0,18.0,3.0,2.0,50.0,86.1,75.2,71.6,9.2,29.8,0.0
2016-03-10,57.0,21.0,18.0,10.0,1.0,3.0,48.0,84.8,76.0,75.9,5.3,29.8,0.0
2016-03-11,47.0,18.0,15.0,11.0,1.0,3.0,47.0,85.9,74.8,70.8,9.3,29.8,0.0
2016-03-12,46.0,20.0,14.0,12.0,4.546296296296297,3.0,47.0,85.7,73.0,66.9,10.4,29.8,0.0
2016-03-13,50.0,21.0,18.0,9.0,1.0,4.0,54.0,83.9,74.7,75.3,7.2,29.8,0.0
2016-03-14,55.0,22.0,17.0,6.0,1.0,3.0,54.0,85.8,75.8,73.2,7.2,29.8,0.0
2016-03-15,59.0,22.0,23.0,14.0,1.0,6.0,54.0,85.7,73.0,67.0,9.8,29.8,0.0
2016-03-16,54.0,22.0,26.0,12.0,1.0,2.0,57.0,85.2,71.1,64.0,6.4,29.8,0.0
2016-03-17,61.0,24.0,28.0,12.0,1.0,2.0,59.0,85.9,72.5,66.2,8.9,29.8,0.0
2016-03-18,65.0,28.0,33.0,12.0,2.0,2.0,60.0,85.4,72.5,66.0,7.8,29.8,0.0
2016-03-19,69.0,28.0,27.0,13.0,1.0,2.0,61.0,85.3,72.7,67.0,10.0,29.8,0.0
2016-03-20,75.0,30.0,28.0,19.0,1.0,2.0,61.0,85.7,75.3,72.0,7.1,29.8,0.0
2016-03-21,67.0,29.0,23.0,22.0,1.0,3.0,59.0,84.8,75.8,75.5,5.9,29.8,0.0
2016-03-22,69.0,29.0,30.0,19.0,2.0,3.0,62.0,84.8,75.8,75.4,4.3,29.8,0.0
2016-03-23,70.0,24.0,32.0,10.0,2.0,3.0,59.0,86.3,75.0,70.8,5.8,29.8,0.0
2016-04-01,78.0,29.0,23.0,9.0,1.0,5.0,60.0,86.6,71.8,63.2,10.5,29.8,0.0
2016-04-02,64.0,23.0,16.0,9.0,2.0,4.0,52.0,87.4,72.6,63.2,9.9,29.8,0.0
2016-04-04,57.0,21.0,17.0,10.0,1.0,5.0,53.0,86.5,75.4,70.9,8.1,29.8,0.0
2016-04-05,55.0,22.0,26.0,11.0,2.0,5.0,57.0,85.5,75.4,72.4,6.8,29.8,0.0
2016-04-06,58.0,26.0,33.0,12.0,2.0,7.0,60.0,87.0,72.5,63.3,7.8,29.8,0.0
2016-04-07,67.0,28.0,31.0,13.0,3.0,7.0,61.0,86.6,71.3,62.2,6.5,29.8,0.0
2016-04-10,74.0,25.0,23.0,15.0,3.0,3.0,60.0,87.0,75.7,70.7,7.4,29.8,0.0
2016-04-12,83.0,27.0,23.0,17.0,4.0,4.0,62.0,87.5,75.6,69.1,4.5,29.8,0.0
2016-04-14,76.0,24.0,13.0,22.0,12.0,4.0,51.0,87.4,75.5,68.4,5.5,29.8,0.0
2016-04-17,47.0,21.0,29.0,19.0,9.0,5.0,62.0,87.4,74.7,67.6,6.9,29.8,0.0
2016-04-19,65.0,28.0,9.0,18.0,2.0,7.0,62.0,88.1,74.3,65.0,9.8,29.8,0.0
2016-04-20,70.0,25.0,26.0,13.0,2.0,6.0,59.0,86.3,75.2,69.9,5.4,29.8,0.0
2016-04-21,67.0,24.0,16.0,17.0,2.0,5.0,56.0,87.9,73.5,63.3,9.2,29.8,0.0
2016-04-22,56.0,19.0,13.0,17.0,3.0,2.0,52.0,85.3,77.3,77.0,6.1,29.8,0.0
2016-04-25,45.0,19.0,24.0,21.0,4.0,5.0,53.0,83.7,75.5,77.5,5.3,29.8,0.0
2016-05-02,44.0,22.0,16.0,17.0,2.0,3.0,53.0,85.0,76.3,75.3,3.5,29.8,0.0
2016-05-14,57.0,21.0,20.0,17.0,10.0,5.0,54.0,82.5,76.6,83.7,4.3,29.8,0.0
2016-05-18,60.0,20.0,7.0,20.0,4.0,5.0,55.0,83.3,77.2,82.5,4.0,29.8,0.0
2016-05-23,43.0,16.0,15.0,15.0,5.0,2.0,46.0,86.4,75.2,71.3,5.5,29.8,0.0
2016-05-28,35.0,15.0,26.0,17.0,5.0,3.0,46.0,82.9,75.4,79.5,4.7,29.8,0.0
2016-05-30,43.0,17.0,26.0,21.0,9.0,2.0,50.0,84.6,74.9,73.6,5.1,29.8,0.0
2016-06-01,61.0,22.0,13.0,22.0,4.0,3.0,58.0,82.1,76.5,83.7,4.8,29.8,0.0
2016-06-04,67.0,24.0,29.0,19.0,6.0,4.0,59.0,81.0,74.7,82.7,2.5,29.8,0.0
2016-06-05,68.0,21.0,19.0,16.0,7.0,1.0,51.0,85.0,77.0,78.0,3.6,29.8,0.0
2016-06-06,46.0,17.0,16.0,17.0,3.0,1.0,53.0,86.8,76.0,70.8,4.4,29.8,0.0
2016-06-10,61.0,20.0,9.0,18.0,6.0,3.0,49.0,85.6,76.4,74.6,4.7,29.8,0.0
2016-06-13,36.0,18.0,14.0,16.0,5.0,3.0,55.0,85.7,75.3,72.3,4.0,29.8,0.0
2016-06-14,55.0,19.0,9.0,19.0,7.0,3.0,52.0,84.5,77.0,79.2,4.3,29.8,0.0
2016-06-15,49.0,18.0,5.0,16.0,8.0,4.0,46.0,82.4,76.5,83.1,4.9,29.8,0.0
2016-06-18,44.0,22.0,25.0,16.0,2.0,5.0,51.0,81.9,74.6,79.4,2.9,29.8,0.0
2016-06-19,54.0,18.0,24.0,15.0,4.0,5.0,53.0,83.1,73.6,73.9,2.6,29.8,0.0
2016-06-22,55.0,19.0,14.0,7.0,4.0,2.0,49.0,81.0,74.4,82.0,4.5,29.8,0.0
2016-06-24,42.0,16.0,15.0,13.0,4.0,3.0,47.0,79.9,73.6,82.3,3.7,29.8,0.0
2016-06-28,45.0,23.0,22.0,16.0,10.0,3.0,52.0,89.1,71.7,59.0,5.5,29.8,0.0
2016-06-29,53.0,25.0,22.0,18.0,8.0,3.0,55.0,89.4,73.4,60.8,4.7,29.8,0.0
2016-06-30,58.0,26.0,25.0,12.0,4.0,3.0,57.0,88.1,76.7,69.4,5.9,29.8,0.0
2016-07-01,58.0,27.0,22.0,11.0,3.0,4.0,57.0,86.9,76.6,72.5,6.3,29.8,0.0
2016-07-02,58.0,29.0,24.0,8.0,3.0,3.0,52.0,87.9,75.8,68.1,6.6,29.8,0.0
2016-07-03,52.0,24.0,21.0,10.0,3.0,4.0,48.0,88.2,75.4,66.7,6.6,29.8,0.0
2016-07-06,39.0,19.0,13.0,12.0,7.0,4.0,53.0,85.9,74.5,69.9,4.7,29.8,0.0
2016-07-08,38.0,17.0,15.0,12.0,6.0,2.0,47.0,84.1,74.0,72.8,5.3,29.8,0.0
2016-07-11,42.0,16.0,14.0,14.0,6.0,3.0,48.0,83.7,76.2,78.8,5.6,29.8,0.0
2016-07-15,45.0,18.0,24.0,19.0,8.0,5.0,54.0,81.0,75.7,85.4,4.5,29.8,0.0
2016-07-16,59.0,19.0,31.0,16.0,8.0,4.0,50.0,85.2,74.3,71.6,3.4,29.8,0.0
2016-07-20,47.0,20.0,14.0,19.0,10.0,3.0,50.0,80.6,75.0,84.0,4.6,29.8,0.0
2016-07-25,44.0,21.0,3.0,17.0,10.0,3.0,52.0,82.3,73.8,76.2,3.4,29.8,0.0
2016-07-26,51.0,22.0,13.0,16.0,5.0,5.0,56.0,79.9,74.5,85.1,4.2,29.8,0.0
2016-07-27,58.0,23.0,10.0,17.0,4.0,3.0,56.0,85.4,74.0,70.4,4.9,29.8,0.0
2016-07-28,60.0,20.0,15.0,17.0,6.0,3.0,50.0,82.2,75.0,80.3,3.9,29.8,0.0
2016-07-29,50.0,17.0,13.0,15.0,5.0,2.0,51.0,86.4,73.3,66.4,6.1,29.8,0.0
2016-07-30,46.0,18.0,11.0,16.0,4.0,2.0,48.0,85.5,75.0,72.2,4.6,29.8,0.0
2016-08-04,44.0,18.0,17.0,16.0,5.0,2.0,55.0,86.4,72.6,64.0,7.8,29.8,0.0
2016-08-05,54.0,20.0,14.0,19.0,4.0,4.0,56.0,87.2,73.8,65.0,6.5,29.8,0.0
2016-08-06,60.0,26.0,16.0,10.0,4.0,2.0,59.0,83.5,74.3,75.4,5.3,29.8,0.0
2016-08-07,67.0,29.0,22.0,14.0,6.0,3.0,61.0,87.0,75.4,69.0,5.3,29.8,0.0
2016-08-10,41.0,18.0,10.0,18.0,6.0,5.0,53.0,89.0,73.5,61.0,6.8,29.8,0.0
2016-08-11,52.0,19.0,10.0,16.0,6.0,4.0,52.0,84.7,75.1,73.7,5.9,29.8,0.0
2016-08-12,51.0,23.0,21.0,21.0,6.0,4.0,61.0,86.0,74.3,69.0,7.2,29.8,0.0
2016-08-13,72.0,26.0,19.0,16.0,10.0,4.0,58.0,87.0,75.0,68.7,4.8,29.8,0.0
2016-08-30,50.0,20.0,9.0,9.0,11.0,2.0,56.0,82.5,74.9,78.7,5.4,29.8,0.0
2016-08-31,55.0,20.0,4.0,14.0,5.0,5.0,55.0,85.4,75.4,73.1,5.7,29.8,0.0
2016-09-01,54.0,19.0,13.0,16.0,7.0,4.0,50.0,81.3,74.2,80.8,4.4,29.8,0.0
2016-09-02,49.0,21.0,13.0,17.0,8.0,6.0,61.0,86.2,72.8,66.0,5.0,29.8,0.0
2016-09-06,55.0,17.0,7.0,14.0,8.0,2.0,46.0,87.2,72.7,63.3,7.3,29.8,0.0
2016-09-07,44.0,18.0,11.0,13.0,5.0,3.0,52.0,81.8,73.6,76.9,8.1,29.8,0.0
2016-09-08,51.0,18.0,10.0,14.0,5.0,4.0,53.0,86.7,74.2,67.0,7.5,29.8,0.0
2016-09-09,54.0,25.0,9.0,16.0,4.0,5.0,55.0,81.8,74.6,80.4,5.7,29.8,0.0
2016-09-10,58.0,19.0,13.0,12.0,5.0,3.0,48.0,82.6,73.3,74.9,5.8,29.8,0.0
2016-09-11,43.0,18.0,8.0,18.0,7.0,2.0,52.0,85.3,73.8,69.7,7.8,29.8,0.0
2016-09-12,56.0,21.0,12.0,15.0,5.0,4.0,51.0,79.8,74.8,86.2,3.3,29.8,0.0
2016-09-14,37.0,18.0,12.0,14.0,6.0,2.0,54.0,80.3,74.2,82.8,5.7,29.8,0.0
2016-09-15,56.0,18.0,13.0,17.0,8.0,4.0,47.0,87.2,74.0,66.6,5.3,29.8,0.0
2016-09-16,46.0,18.0,19.0,12.0,8.0,7.0,48.0,83.7,71.8,68.8,6.9,29.8,0.0
2016-09-17,50.0,21.0,21.0,19.0,6.0,2.0,58.0,85.6,73.1,67.3,4.4,29.8,0.0
2016-09-21,42.0,23.0,27.0,17.0,3.0,6.0,61.0,82.3,73.0,75.0,6.3,29.8,0.0
2016-09-22,66.0,22.0,18.0,16.0,4.0,3.0,53.0,85.3,73.7,69.5,4.1,29.8,0.0
2016-10-01,61.0,21.0,22.0,12.0,5.0,5.0,56.0,83.9,73.1,70.2,5.8,29.8,0.0
2016-10-02,62.0,26.0,10.0,19.0,5.0,5.0,59.0,88.7,73.0,60.7,5.4,29.8,0.0
2016-10-03,67.0,27.0,21.0,15.0,6.0,5.0,61.0,82.6,73.7,76.0,6.1,29.8,0.0
2016-10-06,89.0,29.0,3.0,15.0,8.0,3.0,55.0,83.9,73.2,71.1,5.0,29.8,0.0
2016-10-08,48.0,20.0,15.0,17.0,8.0,3.0,53.0,85.3,71.1,64.0,4.6,29.8,0.0
2016-10-09,57.0,21.0,21.0,14.0,7.0,3.0,57.0,85.4,72.2,66.5,5.0,29.8,0.0
2016-10-10,57.0,20.0,23.0,9.0,2.0,2.0,48.0,87.0,72.5,63.7,5.3,29.8,0.0
2016-10-22,39.0,19.0,28.0,14.0,2.0,1.0,60.0,83.6,74.4,74.3,4.7,29.8,0.0
2016-10-23,68.0,31.0,8.0,22.0,4.0,3.0,62.0,84.6,74.5,72.7,2.9,29.8,0.0
2016-10-26,49.0,20.0,7.0,13.0,7.0,2.0,46.0,84.2,73.5,71.8,4.5,29.8,0.0
2016-10-28,70.0,31.0,9.0,18.0,7.0,4.0,61.0,81.8,74.5,80.8,4.3,29.8,0.0
2016-10-30,34.0,18.0,11.0,16.0,7.0,2.0,53.0,82.8,74.1,76.1,3.3,29.8,0.0
2016-10-31,56.0,19.0,12.0,16.0,10.0,2.0,48.0,86.1,73.9,68.4,4.2,29.8,0.0
2016-11-01,56.0,18.0,17.0,17.0,4.0,6.0,47.0,81.0,75.3,83.6,4.0,29.8,0.0
2016-11-06,25.0,20.0,7.0,17.0,4.0,4.0,54.0,85.0,74.2,71.4,4.6,29.8,0.0
2016-11-07,66.0,23.0,13.0,15.0,10.0,7.0,54.0,81.7,76.6,85.3,3.5,29.8,0.0
2016-11-08,55.0,25.0,24.0,18.0,12.0,6.0,57.0,86.6,72.7,66.4,4.0,29.8,0.0
2016-11-09,63.0,24.0,15.0,18.0,7.0,5.0,56.0,83.3,74.2,75.6,4.4,29.8,0.0
2016-11-16,47.0,19.0,13.0,20.0,7.0,3.0,50.0,80.7,73.4,80.0,5.1,29.8,0.0
